#SPIKE measurement file - Tool Measurement /  Analyser 2016 (SPIKE@pro-micron GmbH)
#date: 14.06.2024 operator: 
#process: 
#tool: 
#material: 
#tool gage: 30.6
#d = 8          z = 
#ap =           ae = 
#vc =           n = 
#f =           vf = 
#X = 
#cooling: 
#unit type: 
#note: 8mm good with minimum rpm
#BTKaBlue Version: 
#READ Version: READ 1.2 SW-Version: 0x0002
SPIKE Version: SPIKE 1.2
#SW-Version: 0x0006
#SN-Nr.: 0xA408
#cal tension: 2,842223
#cal torsion: 0,024086
#cal bending moment X: 0,023242
#cal bending moment Y: 0,023070
#lever arm: 48.2
#SPIKE position: 
#autoBM: 
#triggerchannel:  triggervalue: 
###
Tension;Torsion;Bending moment X;Bending moment Y;Time;Temperature
[N];[Nm];[Nm];[Nm];[s];[°C]
-181.902267;-1.204300;-0.418356;0.692100;0.093200;26.125000
-181.902267;-1.204300;-0.418356;0.692100;0.093600;26.125000
-181.902267;-1.204300;-0.418356;0.692100;0.094000;26.125000
-181.902267;-1.204300;-0.418356;0.692100;0.094400;26.125000
-181.902267;-1.204300;-0.418356;0.692100;0.094800;26.125000
-181.902267;-1.204300;-0.418356;0.692100;0.095200;26.125000
-22.737783;0.289032;0.325388;1.015080;0.095600;26.125000
125.057808;0.289032;0.371872;-0.461400;0.096000;26.125000
125.057808;0.337204;1.208584;0.692100;0.096400;26.125000
-22.737783;0.337204;0.557808;-0.046140;0.096800;26.125000
62.528904;0.096344;-0.139452;1.291920;0.097200;26.125000
96.635582;-1.011612;-0.046484;0.000000;0.097600;26.125000
-28.422230;0.481720;0.000000;0.876660;0.098000;26.125000
-102.320023;-0.722580;-0.743744;-0.046140;0.098400;26.125000
-28.422230;-0.144516;0.000000;0.184560;0.098800;26.125000
119.373360;0.096344;-0.418356;0.184560;0.099200;26.125000
-227.377838;-0.722580;-0.604292;1.384200;0.099600;26.125000
-79.582245;0.722580;0.697260;-0.092280;0.100000;26.125000
-56.844460;-0.289032;-0.278904;-0.784380;0.100400;26.125000
-85.266685;1.011612;1.255068;0.276840;0.100800;26.125000
-22.737783;0.337204;0.650776;0.968940;0.101200;26.125000
-125.057808;1.445160;0.139452;1.522620;0.101600;26.125000
85.266685;0.000000;-0.092968;0.322980;0.102000;26.125000
-73.897797;0.000000;-0.464840;0.553680;0.102400;26.125000
-56.844460;-0.289032;-0.278904;0.369120;0.102800;26.125000
-45.475567;-1.011612;0.557808;-0.461400;0.103200;26.125000
45.475567;0.529892;-1.022648;-0.276840;0.103600;26.125000
-28.422230;-0.192688;0.046484;0.415260;0.104000;26.125000
108.004471;0.626236;0.557808;-0.184560;0.104400;26.125000
34.106674;-0.770752;-0.371872;1.061220;0.104800;26.125000
-17.053337;0.000000;0.557808;-0.092280;0.105200;26.125000
130.742249;0.626236;-0.046484;-0.092280;0.105600;26.125000
102.320023;-0.481720;1.162100;-0.645960;0.106000;26.125000
-5.684446;-0.048172;-0.883196;-0.230700;0.106400;26.125000
90.951134;0.529892;0.650776;0.507540;0.106800;26.125000
-68.213348;0.240860;0.976164;0.138420;0.107200;26.125000
0.000000;-0.096344;-0.278904;0.138420;0.107600;26.125000
-79.582245;0.770752;-0.232420;0.046140;0.108000;26.125000
22.737783;0.337204;0.000000;-0.092280;0.108400;26.125000
22.737783;-0.529892;-0.092968;-0.830520;0.108800;26.125000
125.057808;0.867096;0.092968;0.000000;0.109200;26.125000
17.053337;-0.626236;0.232420;-0.369120;0.109600;26.125000
-5.684446;0.144516;0.139452;-0.230700;0.110000;26.125000
-39.791122;-0.144516;0.278904;-0.092280;0.110400;26.125000
51.160011;0.626236;0.650776;0.092280;0.110800;26.125000
51.160011;0.626236;0.046484;-0.138420;0.111200;26.125000
-85.266685;-0.626236;-0.418356;-0.738240;0.111600;26.125000
56.844460;0.096344;0.185936;-0.599820;0.112000;26.125000
56.844460;0.096344;0.185936;-0.599820;0.112400;26.125000
56.844460;0.096344;0.185936;-0.599820;0.112800;26.125000
56.844460;0.096344;0.185936;-0.599820;0.113200;26.125000
56.844460;0.096344;0.185936;-0.599820;0.113600;26.125000
56.844460;0.096344;0.185936;-0.599820;0.114000;26.125000
56.844460;0.096344;0.185936;-0.599820;0.114400;26.125000
56.844460;0.096344;0.185936;-0.599820;0.114800;26.125000
-51.160011;0.048172;0.139452;0.000000;0.115200;26.125000
28.422230;0.000000;-0.278904;-0.046140;0.115600;26.125000
-17.053337;-0.433548;-1.301552;0.046140;0.116000;26.125000
-5.684446;1.107956;-1.348036;0.092280;0.116400;26.125000
73.897797;0.337204;0.604292;-1.107360;0.116800;26.125000
-17.053337;0.385376;-0.743744;0.738240;0.117200;26.125000
11.368892;0.578064;-1.487488;0.599820;0.117600;26.125000
-39.791122;-0.096344;0.278904;-0.322980;0.118000;26.125000
85.266685;0.240860;0.511324;-0.322980;0.118400;26.125000
39.791122;-0.481720;0.139452;0.645960;0.118800;26.125000
-113.688919;0.578064;0.185936;1.430340;0.119200;26.125000
28.422230;0.963440;-0.046484;0.322980;0.119600;26.125000
39.791122;-0.192688;0.371872;-0.276840;0.120000;26.125000
-119.373360;0.192688;0.092968;-0.092280;0.120400;26.125000
176.217819;0.289032;-0.883196;0.645960;0.120800;26.125000
22.737783;0.433548;-0.883196;0.599820;0.121200;26.125000
45.475567;-0.385376;-0.604292;0.138420;0.121600;26.125000
-39.791122;-0.722580;0.092968;0.461400;0.122000;26.125000
22.737783;-0.048172;0.046484;0.230700;0.122400;26.125000
17.053337;-0.337204;-0.976164;-0.322980;0.122800;26.125000
-11.368892;0.000000;-0.650776;0.968940;0.123200;26.125000
-34.106674;0.048172;-0.371872;0.230700;0.123600;26.125000
113.688919;0.240860;0.511324;1.107360;0.124000;26.125000
-34.106674;0.915268;-0.790228;0.968940;0.124400;26.125000
17.053337;0.481720;0.278904;1.614900;0.124800;26.125000
90.951134;0.722580;-0.743744;0.922800;0.125200;26.125000
17.053337;0.481720;-0.883196;-0.322980;0.125600;26.125000
-68.213348;-0.048172;-0.232420;1.015080;0.126000;26.125000
-85.266685;-0.433548;-0.092968;0.692100;0.126400;26.125000
11.368892;1.686020;0.278904;1.153500;0.126800;26.125000
45.475567;0.240860;-0.464840;1.568760;0.127200;26.125000
-17.053337;-0.385376;-0.232420;0.461400;0.127600;26.125000
22.737783;-0.144516;-0.278904;0.230700;0.128000;26.125000
28.422230;-0.626236;1.208584;-0.184560;0.128400;26.125000
-28.422230;-0.240860;-0.790228;0.322980;0.128800;26.125000
0.000000;-0.529892;0.464840;0.461400;0.129200;26.125000
-39.791122;-0.289032;0.650776;0.415260;0.129600;26.125000
5.684446;0.433548;-0.139452;-0.092280;0.130000;26.125000
-11.368892;0.048172;0.139452;0.415260;0.130400;26.125000
-73.897797;0.048172;-0.185936;-0.645960;0.130800;26.125000
-11.368892;-0.385376;-0.418356;-0.138420;0.131200;26.125000
-51.160011;0.000000;-0.464840;0.322980;0.131600;26.125000
45.475567;-0.096344;0.511324;0.000000;0.132000;26.125000
-28.422230;0.818924;0.976164;0.461400;0.132400;26.125000
28.422230;-0.192688;0.836712;-0.230700;0.132800;26.125000
-22.737783;-0.433548;0.000000;1.291920;0.133200;26.125000
